time,high_BTC,low_BTC,open_BTC,volumefrom_BTC,volumeto_BTC,close_BTC,conversionType_BTC,conversionSymbol_BTC,high_ETH,low_ETH,open_ETH,volumefrom_ETH,volumeto_ETH,close_ETH,conversionType_ETH,conversionSymbol_ETH
2023-12-05,44639.18,41368.51,41984.41,52083.86,2234743414.43,44089.06,direct,,2309.38,2189.0,2243.25,375596.22,844781771.01,2293.88,direct,
2023-12-06,44286.67,43386.17,44089.06,39080.76,1715623988.73,43771.01,direct,,2312.02,2220.51,2293.88,317773.47,721010308.06,2232.96,direct,
2023-12-07,44050.53,42856.57,43771.01,30381.14,1320509439.92,43285.02,direct,,2383.16,2222.53,2232.96,348732.95,803734991.96,2356.77,direct,
2023-12-08,44735.52,43094.02,43285.02,29502.75,1292562850.41,44186.18,direct,,2391.56,2339.41,2356.77,305258.55,720748174.99,2358.94,direct,
2023-12-09,44373.02,43597.57,44186.18,15066.31,662982186.27,43723.0,direct,,2403.29,2330.43,2358.94,198992.16,469803736.49,2341.13,direct,
2023-12-10,44047.82,43584.51,43723.0,11497.59,503801762.3,43791.67,direct,,2377.41,2322.8,2341.13,136086.14,319769603.62,2352.31,direct,
2023-12-11,43808.9,40180.77,43791.67,58689.61,2446801856.72,41235.58,direct,,2354.9,2133.47,2352.31,445434.99,991604563.0,2224.1,direct,
2023-12-12,42080.61,40648.18,41235.58,31480.37,1305859570.88,41472.94,direct,,2242.96,2165.58,2224.1,295298.97,651964538.12,2202.33,direct,
2023-12-13,43461.75,40579.83,41472.94,36203.68,1517574126.2,42887.55,direct,,2284.2,2145.57,2202.33,334848.88,739438151.2,2260.72,direct,
2023-12-14,43416.91,41433.23,42887.55,34166.34,1460749070.58,43030.6,direct,,2332.24,2231.57,2260.72,317672.75,724615038.72,2316.03,direct,
2023-12-15,43091.28,41662.1,43030.6,25157.34,1065004798.33,41939.16,direct,,2318.06,2201.14,2316.03,249807.39,564042261.96,2220.32,direct,
2023-12-16,42678.86,41640.84,41939.16,13495.73,570286280.98,42243.26,direct,,2261.92,2210.47,2220.32,134448.38,301358311.22,2227.14,direct,
2023-12-17,42372.05,41228.17,42243.26,18460.88,772939037.53,41349.42,direct,,2245.8,2190.85,2227.14,152730.31,338828172.15,2194.84,direct,
2023-12-18,42744.41,40512.69,41349.42,32860.71,1362661202.35,42650.27,direct,,2222.91,2115.85,2194.84,274538.09,595550230.79,2218.75,direct,
2023-12-19,43454.44,41796.54,42650.27,30940.15,1318306822.38,42268.08,direct,,2253.93,2135.19,2218.75,285016.52,627857676.22,2177.38,direct,
2023-12-20,44303.12,42195.52,42268.08,41481.09,1805958609.9,43669.91,direct,,2265.11,2157.77,2177.38,361405.83,799599916.57,2202.03,direct,
2023-12-21,44245.16,43306.15,43669.91,29872.95,1306652594.38,43875.01,direct,,2279.1,2183.31,2202.03,315319.45,702166382.68,2239.88,direct,
2023-12-22,44417.78,43426.51,43875.01,24740.39,1084076406.5,44008.04,direct,,2343.73,2231.32,2239.88,393077.37,904108088.07,2326.53,direct,
2023-12-23,44024.62,43338.34,44008.04,10973.31,479555333.8,43732.75,direct,,2332.23,2267.35,2326.53,192582.36,441823544.27,2309.54,direct,
2023-12-24,43965.2,42635.13,43732.75,14281.15,621424795.87,43023.12,direct,,2326.83,2245.12,2309.54,191626.92,439156963.98,2265.42,direct,
2023-12-25,43808.21,42763.83,43023.12,14747.02,639501515.36,43593.79,direct,,2304.59,2254.36,2265.42,156954.53,357468201.78,2271.75,direct,
2023-12-26,43604.51,41616.59,43593.79,30529.57,1297798884.96,42517.32,direct,,2275.06,2174.17,2271.75,270459.64,603300122.32,2230.94,direct,
2023-12-27,43694.83,42121.77,42517.32,27420.29,1178861473.09,43469.34,direct,,2393.37,2212.66,2230.94,392451.76,910568561.01,2380.34,direct,
2023-12-28,43817.61,42283.91,43469.34,29112.04,1249335317.05,42588.94,direct,,2447.35,2337.42,2380.34,463684.99,1106269642.94,2345.44,direct,
2023-12-29,43134.59,41296.86,42588.94,34268.41,1450476730.93,42073.59,direct,,2386.68,2256.07,2345.44,355338.55,827517118.66,2299.64,direct,
2023-12-30,42595.81,41529.95,42073.59,21511.57,905852574.49,42146.03,direct,,2322.76,2268.2,2299.64,174599.67,401063000.08,2291.65,direct,
2023-12-31,42863.11,41970.37,42146.03,21509.24,912867128.16,42280.14,direct,,2319.95,2259.29,2291.65,205152.64,470583638.73,2281.36,direct,
2024-01-01,44210.89,42187.32,42280.14,19499.59,839894208.67,44197.61,direct,,2352.66,2265.26,2281.36,174286.19,402344005.13,2352.65,direct,
2024-01-02,45918.98,44181.86,44197.61,57443.36,2596745174.99,44970.34,direct,,2432.62,2343.68,2352.65,345621.3,822251765.93,2356.28,direct,
2024-01-03,45513.73,40214.67,44970.34,82056.19,3533041051.83,42854.08,direct,,2385.27,2092.33,2356.28,526602.95,1186045453.16,2210.57,direct,
2024-01-04,44797.03,42657.44,42854.08,49538.94,2167748750.23,44194.38,direct,,2296.81,2203.62,2210.57,322407.35,726479158.46,2269.47,direct,
2024-01-05,44377.15,42508.08,44194.38,54169.3,2368276569.22,44178.89,direct,,2277.99,2208.01,2269.47,283754.94,636927548.08,2270.21,direct,
2024-01-06,44248.4,43444.9,44178.89,16352.13,717065469.35,43988.33,direct,,2271.59,2218.09,2270.21,153695.94,344776545.69,2241.73,direct,
