time,high_BTC,low_BTC,open_BTC,volumefrom_BTC,volumeto_BTC,close_BTC,conversionType_BTC,conversionSymbol_BTC,high_ETH,low_ETH,open_ETH,volumefrom_ETH,volumeto_ETH,close_ETH,conversionType_ETH,conversionSymbol_ETH
2023-11-02,35973.2,34323.19,35439.76,31205.25,1097011932.14,34947.15,direct,,1874.87,1785.57,1847.63,274296.45,501202295.02,1801.34,direct,
2023-11-03,34950.21,34118.29,34947.15,27811.97,960199464.71,34732.28,direct,,1835.48,1777.57,1801.34,220360.86,397766768.21,1833.71,direct,
2023-11-04,35278.07,34606.38,34732.28,10840.41,377653497.47,35086.09,direct,,1870.53,1825.2,1833.71,111595.25,205289548.49,1857.23,direct,
2023-11-05,35393.84,34489.02,35086.09,15210.52,533016306.01,35039.47,direct,,1913.61,1847.68,1857.23,196043.45,369431668.22,1893.28,direct,
2023-11-06,35288.36,34758.64,35039.47,17520.44,613732584.95,35054.59,direct,,1915.3,1870.95,1893.28,216485.51,410308088.3,1901.65,direct,
2023-11-07,35929.83,34537.87,35054.59,28810.78,1012278827.62,35421.85,direct,,1907.78,1851.17,1901.65,286201.17,538999159.16,1886.12,direct,
2023-11-08,36109.43,35120.46,35421.85,26404.64,937630450.49,35638.33,direct,,1905.07,1873.92,1886.12,181125.66,342300115.53,1889.05,direct,
2023-11-09,37990.51,35557.78,35638.33,62530.57,2296501186.4,36704.14,direct,,2131.61,1883.26,1889.05,629555.35,1255720592.59,2121.13,direct,
2023-11-10,37536.44,36342.27,36704.14,32545.3,1206040827.09,37321.51,direct,,2136.09,2066.23,2121.13,369744.07,775967652.37,2078.52,direct,
2023-11-11,37417.29,36701.83,37321.51,14920.5,553215494.09,37142.22,direct,,2090.87,2032.5,2078.52,222199.13,458212190.26,2053.53,direct,
2023-11-12,37233.45,36747.05,37142.22,9320.87,345567975.97,37079.76,direct,,2066.66,2014.15,2053.53,198302.57,406409439.52,2045.4,direct,
2023-11-13,37429.52,36358.0,37079.76,24368.53,897671274.64,36482.51,direct,,2118.47,2030.13,2045.4,327291.63,677275855.69,2054.32,direct,
2023-11-14,36752.31,34788.17,36482.51,33896.65,1219819360.84,35551.21,direct,,2065.29,1930.94,2054.32,332952.38,672516247.43,1979.66,direct,
2023-11-15,37977.31,35374.22,35551.21,39005.98,1436101057.95,37884.19,direct,,2063.09,1967.9,1979.66,318254.59,641189379.56,2059.63,direct,
2023-11-16,37951.14,35512.38,37884.19,38917.77,1428319260.74,36162.42,direct,,2092.27,1930.36,2059.63,388947.79,783609970.96,1961.54,direct,
2023-11-17,36780.63,35873.7,36162.42,28253.69,1027029255.11,36626.32,direct,,1991.18,1906.37,1961.54,292696.22,571715090.11,1961.61,direct,
2023-11-18,36853.45,36212.85,36626.32,8649.03,316037508.01,36591.19,direct,,1972.15,1918.15,1961.61,124677.25,243248653.35,1963.67,direct,
2023-11-19,37529.1,36411.61,36591.19,11668.93,430198062.65,37388.64,direct,,2016.3,1944.72,1963.67,142484.86,280987485.15,2012.46,direct,
2023-11-20,37770.11,36767.05,37388.64,31117.45,1162294169.25,37476.66,direct,,2067.57,1995.32,2012.46,348477.96,706775221.8,2022.62,direct,
2023-11-21,37665.29,35753.93,37476.66,42793.3,1579350547.76,35758.72,direct,,2035.52,1932.84,2022.62,322140.51,640934598.31,1933.76,direct,
2023-11-22,37866.63,35656.41,35758.72,36262.61,1335151412.8,37424.2,direct,,2092.34,1930.15,1933.76,311184.99,632049361.21,2064.08,direct,
2023-11-23,37646.06,36892.34,37424.2,16793.76,626668140.1,37299.18,direct,,2088.81,2040.7,2064.08,167576.88,345465511.14,2062.63,direct,
2023-11-24,38432.07,37262.39,37299.18,34951.5,1322597274.57,37737.05,direct,,2133.82,2059.8,2062.63,274783.65,576843379.99,2082.24,direct,
2023-11-25,37907.84,37616.03,37737.05,8271.55,312424824.64,37801.92,direct,,2091.51,2067.12,2082.24,82529.48,171820574.07,2084.06,direct,
2023-11-26,37829.46,37159.52,37801.92,12751.26,478214999.45,37460.21,direct,,2095.12,2037.74,2084.06,129845.35,268817596.0,2063.01,direct,
2023-11-27,37568.17,36727.3,37460.21,24674.21,914744666.52,37246.29,direct,,2071.85,1986.06,2063.01,266169.84,538765882.42,2027.67,direct,
2023-11-28,38410.41,36879.99,37246.29,33506.06,1265755538.49,37836.63,direct,,2075.82,1995.65,2027.67,244541.64,499177888.15,2049.1,direct,
2023-11-29,38456.97,37589.12,37836.63,27433.75,1041457987.13,37861.9,direct,,2075.4,2019.91,2049.1,192819.29,394195647.34,2029.17,direct,
2023-11-30,38149.78,37505.7,37861.9,16874.61,637264648.28,37729.58,direct,,2055.28,2021.3,2029.17,168503.05,343390100.77,2052.93,direct,
2023-12-01,38982.35,37626.12,37729.58,32942.59,1268612412.23,38699.84,direct,,2111.43,2046.0,2052.93,288439.68,602439017.29,2088.21,direct,
2023-12-02,39712.52,38659.45,38699.84,17299.38,677167721.21,39469.35,direct,,2189.14,2087.29,2088.21,185471.76,395659097.47,2165.6,direct,
2023-12-03,40203.23,39288.91,39469.35,16087.63,638707315.07,39980.93,direct,,2217.45,2150.33,2165.6,186813.18,406014985.22,2193.78,direct,
2023-12-04,42399.42,39980.36,39980.93,48574.89,2012390115.57,41984.41,direct,,2273.89,2192.42,2193.78,385897.57,861288624.2,2243.25,direct,
